BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
JAG,LZ,redTeam,780,2,0,0,Yes,No,1,0,2,No,No,Kled,JarvanIV,Syndra,Caitlyn,TahmKench,Gragas,Khazix,Leblanc,Ashe,Zyra
JAG,LZ,blueTeam,4994,3,0,0,Yes,No,0,0,2,No,No,Kled,Graves,Galio,Caitlyn,Braum,JarvanIV,Gragas,Taliyah,Ashe,TahmKench
bbq,ROX,redTeam,-1485,3,0,2,Yes,No,5,0,0,No,Yes,Rumble,LeeSin,Taliyah,Varus,Zyra,Kled,Gragas,Galio,Caitlyn,Thresh
ROX,bbq,blueTeam,6426,5,0,0,Yes,Yes,3,0,2,No,No,Kled,RekSai,Taliyah,Caitlyn,Thresh,Rumble,LeeSin,Leblanc,Varus,Braum
kt,MVP,blueTeam,13045,8,2,2,Yes,Yes,0,0,0,No,No,Rumble,Khazix,Galio,Caitlyn,Braum,JarvanIV,Graves,Karma,Xayah,Bard
MVP,kt,redTeam,-2480,1,0,2,No,No,2,0,0,Yes,No,Sion,Zac,Taliyah,Kalista,Braum,Kennen,Elise,Viktor,KogMaw,Thresh
kt,JAG,blueTeam,8537,6,1,2,Yes,No,1,0,0,No,No,Renekton,Graves,Galio,Varus,Lulu,Fiora,Gragas,Viktor,Caitlyn,TahmKench
LZ,ROX,blueTeam,7381,5,0,2,Yes,Yes,0,0,0,No,No,Rumble,Khazix,Galio,Ashe,Karma,JarvanIV,Graves,Orianna,KogMaw,Thresh
MVP,SKT,redTeam,3237,4,0,1,Yes,No,2,0,1,No,No,JarvanIV,Graves,Orianna,Caitlyn,Brand,Cassiopeia,Gragas,Lucian,Varus,TahmKench
bbq,EEW,blueTeam,4494,3,0,2,No,No,1,0,0,Yes,No,Renekton,Gragas,Galio,Twitch,Braum,JarvanIV,LeeSin,Taliyah,Kalista,Thresh
EEW,bbq,redTeam,-7437,3,0,1,Yes,No,7,0,1,No,Yes,Shen,LeeSin,Orianna,Caitlyn,Blitzcrank,JarvanIV,Gragas,Taliyah,Xayah,Taric
ROX,AFs,blueTeam,2164,5,0,1,Yes,No,2,0,2,No,Yes,JarvanIV,Zac,Galio,KogMaw,Lulu,Gragas,Khazix,Cassiopeia,Caitlyn,Braum
AFs,ROX,blueTeam,8635,5,0,1,Yes,Yes,3,0,1,No,No,Gragas,Elise,Viktor,Kalista,Braum,Renekton,Zac,Karma,Xayah,Thresh
kt,SSG,blueTeam,-685,1,0,1,No,No,2,0,1,No,No,Shen,Zac,Leblanc,Caitlyn,Karma,Kled,Gragas,Orianna,Ashe,Zyra
LZ,MVP,blueTeam,5871,5,0,1,Yes,No,1,0,1,No,No,Jayce,LeeSin,Taliyah,Varus,Thresh,Rumble,Khazix,Orianna,Ashe,Blitzcrank
JAG,bbq,blueTeam,2115,4,0,0,Yes,Yes,4,0,2,No,No,Kled,Elise,Leblanc,Kalista,Rakan,Renekton,Gragas,Syndra,Xayah,Blitzcrank
bbq,JAG,redTeam,-4101,0,0,1,No,No,5,0,1,Yes,No,JarvanIV,Gragas,Syndra,Kalista,Braum,Rumble,LeeSin,Karma,Varus,TahmKench
AFs,SKT,redTeam,-995,2,0,0,Yes,No,2,0,2,No,No,Gragas,Elise,Taliyah,Varus,Zyra,JarvanIV,LeeSin,Karma,Xayah,Braum
SSG,EEW,blueTeam,-2801,2,0,1,No,No,3,0,2,Yes,Yes,JarvanIV,Olaf,Galio,Caitlyn,Lulu,Renekton,LeeSin,Viktor,Varus,TahmKench
EEW,SSG,redTeam,-1173,4,0,1,Yes,No,5,0,2,No,No,Gragas,Elise,Lucian,Ashe,TahmKench,Kled,LeeSin,Orianna,Varus,Lulu
SKT,JAG,blueTeam,6454,4,0,2,Yes,No,1,0,0,No,Yes,Rumble,LeeSin,Taliyah,Twitch,Braum,Kled,RekSai,Leblanc,Xayah,Rakan
JAG,SKT,redTeam,-3371,1,0,0,No,No,3,0,2,Yes,No,Rumble,RekSai,Galio,Kalista,Braum,JarvanIV,LeeSin,Cassiopeia,Ashe,TahmKench
SSG,bbq,blueTeam,5706,6,0,2,No,Yes,1,0,0,Yes,No,Renekton,Khazix,Karma,Twitch,TahmKench,Kled,Gragas,Leblanc,Varus,Rakan
AFs,MVP,blueTeam,8055,8,0,2,Yes,Yes,0,0,0,No,No,Gragas,LeeSin,Cassiopeia,Caitlyn,Braum,Camille,Khazix,Viktor,Varus,TahmKench
MVP,AFs,redTeam,3481,3,0,3,No,No,1,0,0,No,No,Sion,RekSai,Viktor,Caitlyn,Thresh,Gragas,LeeSin,Taliyah,Xayah,Rakan
EEW,kt,redTeam,2947,3,0,0,Yes,No,1,0,1,No,No,Kled,Elise,Taliyah,Ashe,Karma,Rumble,Khazix,Orianna,Xayah,Braum
kt,EEW,blueTeam,10375,4,0,2,Yes,Yes,0,0,0,No,No,Renekton,Khazix,Karma,KogMaw,Braum,JarvanIV,LeeSin,AurelionSol,Xayah,Thresh
ROX,MVP,blueTeam,-1460,2,0,1,No,No,2,0,1,No,No,Gragas,Khazix,Taliyah,Caitlyn,TahmKench,Fiora,Elise,Leblanc,Ashe,Thresh
bbq,kt,redTeam,-6565,1,0,1,No,No,5,0,1,Yes,Yes,Kled,Elise,Lucian,Varus,Zyra,Shen,Khazix,Galio,Caitlyn,Braum
kt,bbq,blueTeam,-2653,2,0,3,No,No,4,0,0,No,No,Rumble,Graves,Orianna,Caitlyn,Thresh,Camille,Elise,Taliyah,Varus,Braum
SSG,JAG,blueTeam,5161,5,0,1,No,No,2,0,1,Yes,No,Gnar,Gragas,Syndra,Caitlyn,TahmKench,Renekton,Graves,Orianna,Varus,Braum
LZ,AFs,blueTeam,-224,2,0,0,No,No,1,0,1,No,No,Jayce,Khazix,Galio,Varus,Thresh,Renekton,Gragas,Kassadin,Ashe,TahmKench
EEW,ROX,redTeam,-475,2,0,2,Yes,No,3,0,0,No,No,Rumble,LeeSin,Cassiopeia,Jhin,TahmKench,Renekton,Gragas,Taliyah,Twitch,Lulu
SKT,kt,blueTeam,-365,2,0,1,No,Yes,5,0,1,Yes,No,Gnar,Elise,Orianna,Ashe,Karma,Renekton,Gragas,Corki,Xayah,Lulu
SSG,LZ,blueTeam,4185,5,0,2,Yes,No,2,0,1,No,No,Camille,RekSai,Orianna,Caitlyn,Braum,Fiora,Elise,Zed,Jhin,TahmKench
JAG,AFs,redTeam,4271,3,0,1,No,No,0,0,1,No,No,Kennen,RekSai,Karma,Varus,Alistar,Gragas,LeeSin,Cassiopeia,Xayah,Braum
bbq,MVP,redTeam,-294,4,0,0,No,No,3,0,2,Yes,Yes,Renekton,Elise,Karma,Tristana,Braum,Rumble,RekSai,Viktor,Ashe,Rakan
ROX,kt,blueTeam,9217,9,2,1,No,Yes,1,0,1,Yes,No,Renekton,Elise,Orianna,Kalista,Braum,Gnar,RekSai,Karma,Ashe,TahmKench
kt,ROX,redTeam,3554,2,0,1,No,No,1,0,1,Yes,Yes,Renekton,Elise,Viktor,Varus,Braum,Shen,LeeSin,Syndra,Kalista,Rakan
AFs,LZ,blueTeam,4786,4,0,2,No,Yes,1,0,1,Yes,No,Renekton,Elise,Karma,Xayah,Braum,Rumble,LeeSin,Syndra,Varus,Thresh
AFs,LZ,redTeam,-4914,1,0,0,Yes,No,3,0,2,No,No,Rumble,LeeSin,Karma,Ashe,Thresh,Jayce,Elise,Taliyah,Twitch,Braum
SSG,JAG,redTeam,-2313,2,0,1,No,No,4,0,2,Yes,No,Renekton,Khazix,Karma,Twitch,TahmKench,Rumble,RekSai,Leblanc,Ashe,Zyra
bbq,EEW,blueTeam,6208,4,0,2,Yes,Yes,0,0,0,No,No,Camille,Elise,Taliyah,Varus,Braum,Renekton,RekSai,Cassiopeia,KogMaw,Thresh
MVP,LZ,redTeam,-9654,1,0,0,No,No,6,1,3,Yes,Yes,JarvanIV,RekSai,Corki,KogMaw,Sona,Jayce,Elise,Lucian,Xayah,Rakan
LZ,MVP,blueTeam,6787,4,0,2,Yes,Yes,3,0,1,No,No,Jax,Elise,Taliyah,Ashe,Braum,Renekton,Gragas,Corki,Tristana,Rakan
EEW,SSG,redTeam,7104,4,0,1,Yes,No,0,0,2,No,No,Renekton,Elise,Kassadin,Xayah,Thresh,Shen,RekSai,Corki,Varus,TahmKench
SSG,EEW,blueTeam,7602,4,0,2,Yes,Yes,1,0,0,No,No,JarvanIV,Zac,Syndra,Varus,TahmKench,Fiora,Gragas,Corki,Xayah,Thresh
AFs,ROX,redTeam,3704,3,0,2,Yes,No,1,0,0,No,No,Kennen,RekSai,Galio,Lucian,Braum,Gnar,Gragas,Corki,Xayah,Rakan
JAG,kt,redTeam,444,2,0,1,No,No,1,0,1,No,No,Gnar,Elise,Lucian,Kalista,Alistar,Shen,Nidalee,Galio,KogMaw,Thresh
JAG,kt,redTeam,-12346,0,0,0,No,No,7,1,2,Yes,Yes,Gnar,Warwick,Galio,KogMaw,Braum,Rumble,RekSai,Taliyah,Kalista,Zyra
bbq,LZ,redTeam,-3806,2,0,0,No,No,3,0,3,Yes,No,Renekton,Gragas,Orianna,Xayah,Rakan,Jayce,Elise,Syndra,Twitch,Braum
LZ,bbq,blueTeam,10792,6,0,2,Yes,Yes,0,0,0,No,No,Jayce,Gragas,Orianna,Ashe,Kennen,Camille,LeeSin,Taliyah,Xayah,Rakan
SKT,SSG,redTeam,1654,2,0,1,No,Yes,1,0,1,No,No,Fiora,RekSai,Kassadin,Kalista,Rakan,Camille,Sejuani,Taliyah,Varus,Braum
bbq,JAG,blueTeam,9295,5,0,2,Yes,No,1,0,1,No,Yes,Jayce,Elise,Taliyah,Twitch,Braum,Rumble,LeeSin,Lucian,Kalista,Thresh
JAG,bbq,redTeam,-2635,3,0,0,Yes,No,4,0,2,No,Yes,Gnar,Gragas,Viktor,Jhin,Zyra,Camille,RekSai,Galio,KogMaw,Braum
AFs,SKT,blueTeam,5612,6,0,1,Yes,Yes,1,0,0,No,No,JarvanIV,Rumble,Corki,Kalista,Alistar,Shen,LeeSin,Taliyah,KogMaw,Thresh
SKT,AFs,redTeam,-2636,1,0,1,No,No,3,0,1,Yes,No,Jax,Gragas,Taliyah,Ashe,Lulu,JarvanIV,Elise,Kassadin,Xayah,Braum
ROX,MVP,blueTeam,572,4,0,1,No,Yes,3,0,2,Yes,No,JarvanIV,Sejuani,Orianna,Jinx,Braum,Jax,RekSai,Corki,Tristana,Thresh
kt,EEW,blueTeam,15163,8,2,2,Yes,Yes,0,0,0,No,No,JarvanIV,Zac,Leblanc,Kalista,Rakan,Camille,Jayce,Orianna,KogMaw,Zyra
EEW,kt,blueTeam,-4430,1,0,0,No,No,3,0,2,Yes,No,Jax,JarvanIV,AurelionSol,KogMaw,Thresh,Camille,Sejuani,Taliyah,Kalista,Braum
kt,EEW,blueTeam,4884,3,0,2,Yes,Yes,1,0,0,No,No,JarvanIV,Gragas,Galio,Kalista,Rakan,Camille,Sejuani,Taliyah,Varus,Braum
AFs,bbq,blueTeam,-1822,3,0,2,Yes,No,4,0,1,No,No,JarvanIV,Gragas,Orianna,Xayah,Rakan,Renekton,RekSai,Galio,KogMaw,Braum
kt,MVP,blueTeam,7172,6,0,1,Yes,Yes,2,0,1,No,No,JarvanIV,Elise,Taliyah,Ashe,Thresh,Camille,Nidalee,Corki,Xayah,Rakan
ROX,EEW,redTeam,-3402,1,0,0,No,No,2,0,1,No,Yes,JarvanIV,Sejuani,Corki,Tristana,Braum,Jax,LeeSin,AurelionSol,Xayah,Thresh
EEW,ROX,blueTeam,359,3,0,1,Yes,No,3,0,1,No,No,Camille,JarvanIV,Orianna,Kalista,Rakan,Trundle,Sejuani,Taliyah,Xayah,Braum
LZ,SKT,blueTeam,446,2,0,0,No,No,2,0,1,No,No,JarvanIV,Gragas,Taliyah,Kalista,Thresh,Rumble,Sejuani,Galio,Varus,Zyra
SKT,LZ,redTeam,-6331,0,0,0,No,No,4,0,2,No,Yes,Renekton,Elise,Karma,KogMaw,Lulu,Camille,Gragas,Taliyah,Kalista,Blitzcrank
SSG,bbq,blueTeam,3864,3,0,3,Yes,No,1,0,0,No,No,Kled,RekSai,Cassiopeia,Xayah,Braum,JarvanIV,Gragas,Orianna,Corki,Alistar
bbq,SSG,redTeam,-3855,2,0,0,Yes,No,3,0,3,No,No,Renekton,Sejuani,Taliyah,Twitch,Braum,JarvanIV,RekSai,Cassiopeia,Ashe,TahmKench
MVP,SSG,redTeam,-1590,1,0,0,No,No,1,0,2,No,No,Gnar,Amumu,Orianna,Xayah,Rakan,JarvanIV,RekSai,Karma,Twitch,TahmKench
SSG,MVP,redTeam,116,4,0,0,No,No,3,0,2,Yes,No,Camille,RekSai,Taliyah,Varus,TahmKench,JarvanIV,Gragas,Syndra,Xayah,Thresh
EEW,LZ,redTeam,-8204,1,0,0,No,No,7,0,3,Yes,Yes,Gnar,Gragas,Corki,Xayah,Rakan,Jax,Elise,Galio,Tristana,Kennen
LZ,EEW,blueTeam,12205,9,2,2,Yes,Yes,0,0,0,No,No,Renekton,Gragas,Galio,Kalista,Thresh,JarvanIV,Elise,Orianna,Xayah,Braum
kt,AFs,blueTeam,7020,5,0,3,Yes,No,1,0,0,No,No,Shen,Elise,Leblanc,Tristana,Thresh,JarvanIV,RekSai,Taliyah,Varus,Braum
JAG,ROX,blueTeam,11315,6,0,2,Yes,Yes,0,0,1,No,No,Renekton,Elise,Lucian,Varus,Braum,JarvanIV,RekSai,Karma,Xayah,Rakan
kt,SSG,blueTeam,8578,6,0,1,Yes,Yes,0,0,1,No,No,Shen,Gragas,Galio,Kalista,Rakan,JarvanIV,Elise,Lucian,Tristana,Taric
SSG,kt,redTeam,-627,2,0,1,No,No,2,0,0,No,No,Kled,Elise,Cassiopeia,Varus,Braum,JarvanIV,Maokai,Syndra,Ashe,Zyra
MVP,bbq,redTeam,-6255,0,0,0,No,No,3,0,2,Yes,No,Maokai,RekSai,Galio,Kalista,Taric,Chogath,Gragas,Corki,Jhin,Alistar
bbq,MVP,redTeam,-2166,1,0,0,No,No,3,0,2,No,No,Chogath,Elise,Galio,Tristana,Braum,Maokai,RekSai,Orianna,Xayah,Taric
EEW,SKT,redTeam,806,3,0,0,No,No,1,0,0,No,No,Jax,Khazix,Syndra,Kalista,Kennen,Maokai,Elise,Orianna,Tristana,Alistar
AFs,SSG,redTeam,-2473,1,0,0,No,No,2,0,2,No,No,Rumble,RekSai,Galio,Xayah,Rakan,Camille,Gragas,Cassiopeia,Ashe,Braum
JAG,LZ,blueTeam,-1025,2,0,1,No,No,3,0,2,Yes,No,Renekton,Elise,Malzahar,Xayah,Rakan,Rumble,RekSai,Galio,Tristana,Thresh
LZ,JAG,blueTeam,6563,5,0,2,No,No,2,0,0,Yes,Yes,Jax,Sejuani,Taliyah,Kalista,Taric,Gragas,Chogath,Corki,Tristana,Thresh
kt,bbq,blueTeam,5916,4,0,3,Yes,No,1,0,0,No,No,Renekton,Elise,Lucian,Twitch,Thresh,Chogath,RekSai,Taliyah,Xayah,Rakan
kt,bbq,blueTeam,10489,6,0,2,Yes,No,0,0,1,No,Yes,Renekton,Elise,Galio,Ashe,Alistar,Gnar,RekSai,Cassiopeia,Tristana,Thresh
JAG,MVP,blueTeam,4493,3,0,0,Yes,No,0,0,2,No,No,Jayce,Elise,Leblanc,Tristana,Morgana,Kled,RekSai,Corki,Xayah,Rakan
MVP,JAG,blueTeam,10,1,0,2,No,No,2,0,0,Yes,No,Chogath,Gragas,Orianna,Tristana,Rakan,Renekton,Sejuani,Corki,Xayah,Alistar
EEW,AFs,redTeam,-5490,2,0,0,Yes,No,7,1,2,No,Yes,Jayce,RekSai,Lucian,Jhin,Thresh,Malphite,Maokai,Orianna,Xayah,Rakan
LZ,kt,redTeam,-10689,0,0,0,No,No,3,0,2,Yes,Yes,Renekton,Elise,Syndra,Ashe,Alistar,Maokai,RekSai,Orianna,Kalista,Rakan
SSG,ROX,blueTeam,3944,4,0,3,Yes,No,0,0,0,No,No,Kled,JarvanIV,Orianna,Kalista,Rakan,Shen,Sejuani,Lucian,KogMaw,Braum
ROX,SSG,blueTeam,2858,4,0,2,No,Yes,2,0,1,No,No,Galio,Gragas,Orianna,Xayah,Thresh,Maokai,Elise,Lucian,Ashe,TahmKench
SSG,ROX,blueTeam,8029,5,0,3,No,Yes,1,0,0,Yes,No,Camille,Gragas,Orianna,Kalista,Taric,Jax,JarvanIV,Corki,Caitlyn,Thresh
JAG,EEW,blueTeam,7551,5,0,2,Yes,No,0,0,0,No,No,Jayce,RekSai,Corki,Kalista,Morgana,Camille,Khazix,Orianna,Tristana,Alistar
AFs,MVP,redTeam,-6557,3,0,1,Yes,No,5,0,2,No,Yes,Gnar,JarvanIV,Corki,Kalista,Alistar,Chogath,Gragas,Orianna,Xayah,Thresh
MVP,AFs,blueTeam,6290,6,1,2,Yes,Yes,2,0,0,No,No,Chogath,Gragas,Orianna,Xayah,TahmKench,Maokai,RekSai,Corki,Tristana,Alistar
SKT,kt,blueTeam,3501,3,0,3,Yes,No,1,0,0,No,No,Chogath,JarvanIV,Cassiopeia,Kalista,Kennen,Maokai,RekSai,Taliyah,Varus,Zyra
kt,SKT,blueTeam,14282,8,2,2,Yes,Yes,1,0,0,No,No,JarvanIV,Gragas,Galio,Kalista,Rakan,Rumble,Elise,Lucian,Ashe,Alistar
SKT,kt,blueTeam,4914,3,0,2,No,No,0,0,0,No,No,Rumble,Zac,Lucian,Tristana,Alistar,Camille,Gragas,Galio,Kalista,Morgana
ROX,bbq,blueTeam,796,3,0,0,No,No,2,0,2,Yes,No,Chogath,Sejuani,Orianna,KogMaw,Thresh,Jax,Gragas,Syndra,Xayah,Rakan
bbq,ROX,blueTeam,3339,3,0,2,Yes,No,2,0,0,No,No,Jayce,JarvanIV,Taliyah,Kalista,Alistar,Renekton,Gragas,Corki,Xayah,Braum
MVP,EEW,redTeam,-5978,1,0,0,No,No,3,0,1,Yes,Yes,Gragas,RekSai,Corki,Kalista,Rakan,Renekton,Jax,Cassiopeia,KogMaw,Thresh
EEW,MVP,blueTeam,2593,3,0,0,Yes,No,2,0,2,No,No,Camille,Jax,Viktor,Kalista,Alistar,Gnar,Gragas,Syndra,Xayah,Rakan
AFs,JAG,blueTeam,1036,2,0,1,Yes,No,2,0,1,No,No,Renekton,Rumble,Corki,Kalista,Rakan,Gnar,Gragas,Karma,Xayah,Morgana
JAG,AFs,redTeam,-4501,2,0,1,No,No,4,0,1,Yes,Yes,Chogath,RekSai,Corki,Kalista,Thresh,Trundle,Gragas,Cassiopeia,Ashe,Zyra
bbq,SKT,redTeam,4538,3,0,1,No,No,1,0,2,No,No,Jayce,Elise,Syndra,KogMaw,Taric,Rumble,RekSai,Lucian,Tristana,Alistar
SSG,LZ,redTeam,-4013,2,0,1,No,No,4,0,0,Yes,No,Gnar,JarvanIV,Orianna,Varus,Zyra,Gragas,Khazix,Galio,Xayah,Rakan
SKT,AFs,blueTeam,-266,3,0,2,Yes,No,1,0,0,No,No,Gnar,Gragas,Galio,Tristana,Lulu,Kennen,JarvanIV,Orianna,Twitch,Janna
SKT,SSG,blueTeam,4086,3,0,2,No,No,1,0,0,No,No,Kennen,Zac,Lucian,Caitlyn,Alistar,Chogath,JarvanIV,Taliyah,Tristana,Taric
SKT,SSG,blueTeam,-2040,2,0,1,Yes,No,4,0,2,No,No,Maokai,Gragas,Fizz,Kalista,Taric,Shen,JarvanIV,Orianna,Tristana,Alistar
SSG,SKT,redTeam,-5830,0,0,0,No,No,3,0,2,No,Yes,Kennen,Maokai,Taliyah,Tristana,Alistar,Rumble,Gragas,Lucian,Kalista,TahmKench
kt,SKT,blueTeam,4326,3,0,3,Yes,No,1,0,0,No,No,Shen,Zac,Leblanc,Kalista,Thresh,Gnar,Maokai,Kassadin,Tristana,Alistar
SKT,kt,redTeam,-7295,0,0,0,No,No,4,0,2,Yes,Yes,Maokai,JarvanIV,Galio,Tristana,TahmKench,Chogath,Gragas,Gangplank,Kalista,Thresh
kt,SKT,redTeam,-6219,1,0,0,No,No,4,0,2,Yes,No,Renekton,Zac,Taliyah,Caitlyn,Thresh,Gnar,Gragas,Corki,Tristana,Blitzcrank
kt,SKT,redTeam,-8049,1,0,0,No,No,5,0,3,Yes,No,Shen,Zac,Kassadin,Sivir,Alistar,Trundle,JarvanIV,Corki,Xayah,Rakan
LZ,SKT,redTeam,-6937,1,0,0,No,No,3,0,2,Yes,Yes,Camille,Zac,Orianna,Varus,Taric,Gnar,Gragas,Leblanc,Xayah,Alistar
AFs,MVP,blueTeam,3092,3,0,0,No,No,2,0,2,Yes,No,Maokai,Olaf,Taliyah,Draven,Janna,Gnar,Zac,Orianna,Xayah,Rakan
MVP,AFs,redTeam,-5041,0,0,0,No,Yes,5,1,1,Yes,No,Gnar,Sejuani,Galio,Tristana,Thresh,Maokai,JarvanIV,Corki,Xayah,Rakan
AFs,MVP,redTeam,-1194,2,0,1,Yes,No,2,0,2,No,No,Gnar,Olaf,Orianna,Xayah,Rakan,JarvanIV,Jax,Galio,Tristana,Taric
AFs,MVP,redTeam,-3790,1,0,1,No,No,4,0,1,No,No,Gnar,JarvanIV,Galio,Caitlyn,Thresh,Sion,Gragas,Corki,Tristana,TahmKench
MVP,AFs,redTeam,-11434,0,0,0,No,No,6,0,2,No,Yes,Kled,Gragas,Syndra,Xayah,Taric,JarvanIV,Lulu,Taliyah,Tristana,Janna
AFs,SSG,blueTeam,2995,4,0,2,Yes,No,3,0,0,No,Yes,Renekton,Elise,Taliyah,KogMaw,Lulu,Gnar,Sejuani,Cassiopeia,Tristana,Blitzcrank
AFs,SSG,redTeam,-5499,2,0,0,Yes,No,5,1,2,No,Yes,Shen,Gragas,Corki,Tristana,Alistar,Maokai,Zac,Karma,Xayah,Rakan
SSG,AFs,blueTeam,-1523,2,0,1,No,No,3,0,2,Yes,No,Chogath,Khazix,Syndra,Tristana,Rakan,Renekton,Lulu,Taliyah,Xayah,Janna
AFs,SSG,redTeam,-6705,0,0,0,No,No,5,0,2,Yes,No,Trundle,JarvanIV,Orianna,KogMaw,Lulu,Gnar,Khazix,Galio,Tristana,Karma
SSG,kt,blueTeam,4371,4,0,3,No,No,1,0,0,Yes,No,Chogath,Sejuani,Taliyah,Kalista,Janna,Kennen,Gragas,Lucian,Xayah,Rakan
JT,WS,blueTeam,2058,3,0,2,Yes,No,0,0,0,No,No,Kled,LeeSin,Ekko,Ashe,Karma,Shen,Zac,Syndra,Varus,Zyra
RG,M17,blueTeam,-1395,2,0,1,Yes,No,2,0,2,No,No,Sejuani,Gragas,Syndra,Xayah,Braum,Galio,Khazix,Ahri,Caitlyn,Thresh
M17,RG,redTeam,-4526,3,0,0,No,No,6,0,1,No,Yes,Jayce,Zac,Cassiopeia,Ashe,Lulu,Sejuani,Ivern,Taliyah,Caitlyn,Braum
HKA,JT,redTeam,-3384,2,0,1,No,No,2,0,1,Yes,Yes,Galio,Elise,Kassadin,Xayah,Thresh,Camille,Rengar,Karma,Twitch,TahmKench
HKA,JT,redTeam,1657,3,0,0,Yes,No,0,0,2,No,Yes,Galio,Elise,Orianna,Ashe,Thresh,Kled,Khazix,Taliyah,Xayah,TahmKench
WS,ahq,redTeam,-3374,2,0,1,No,No,3,0,1,No,Yes,Kled,Zac,Ahri,Ashe,Zyra,JarvanIV,Elise,Kassadin,Varus,Brand
ahq,HKA,blueTeam,5066,4,0,1,Yes,Yes,1,0,0,No,No,Camille,Gragas,Galio,Varus,Brand,Shen,Graves,Syndra,Ashe,Lulu
HKA,ahq,blueTeam,5628,5,0,3,No,No,1,0,0,Yes,No,Shen,Elise,Syndra,Xayah,Leona,Rumble,Khazix,Kassadin,Ashe,Braum
ahq,HKA,blueTeam,6478,3,0,2,No,Yes,0,0,0,No,No,JarvanIV,Khazix,Galio,Ashe,Brand,Gragas,LeeSin,Orianna,Varus,Blitzcrank
RG,FB,blueTeam,11469,6,1,2,Yes,Yes,1,0,0,No,No,JarvanIV,Gragas,Orianna,Varus,Braum,Shen,Khazix,Viktor,Kalista,Thresh
FB,WS,redTeam,653,2,0,2,No,No,2,0,0,Yes,No,Renekton,Khazix,Galio,Varus,Zyra,Kled,LeeSin,Viktor,Ashe,Karma
FB,WS,redTeam,-3482,3,0,0,Yes,No,5,0,2,No,Yes,Rumble,Graves,Orianna,Caitlyn,Braum,Shen,Khazix,Leblanc,Ashe,Thresh
JT,M17,blueTeam,693,4,0,1,Yes,No,2,0,0,No,Yes,JarvanIV,Khazix,Orianna,Ashe,Zyra,Kennen,Gragas,Zilean,Caitlyn,Thresh
M17,JT,redTeam,-2994,2,0,0,Yes,No,4,0,2,No,No,Galio,Elise,Viktor,Varus,Rakan,JarvanIV,Rengar,Karma,Ashe,Brand
HKA,RG,redTeam,-4005,4,0,1,Yes,No,5,0,0,No,Yes,JarvanIV,Elise,Galio,Caitlyn,Braum,Shen,Ivern,Orianna,Xayah,Taric
RG,HKA,blueTeam,-1415,1,0,1,No,No,3,0,1,No,No,Kled,LeeSin,Orianna,Xayah,Braum,JarvanIV,Graves,Leblanc,Twitch,Lulu
RG,FW,blueTeam,6520,4,0,1,Yes,No,1,0,1,No,No,JarvanIV,Elise,Taliyah,KogMaw,Galio,Gragas,Ivern,Cassiopeia,Caitlyn,Karma
ahq,M17,blueTeam,9390,6,0,2,Yes,No,1,0,0,No,No,Kled,Elise,Karma,Kalista,Thresh,JarvanIV,Gragas,Taliyah,Ashe,Zyra
M17,WS,blueTeam,4907,3,0,2,No,Yes,2,0,0,Yes,No,Fiora,Zac,Syndra,Varus,Braum,Gragas,Khazix,Leblanc,Kalista,Thresh
WS,M17,blueTeam,5218,4,0,2,Yes,No,1,0,0,No,No,JarvanIV,Elise,Taliyah,Ashe,Zyra,Fiora,LeeSin,Ahri,Caitlyn,Thresh
HKA,FB,redTeam,-7462,1,0,0,No,No,3,0,1,Yes,No,Rumble,Zac,Galio,Varus,Karma,Renekton,JarvanIV,Vladimir,Caitlyn,Lulu
FB,HKA,redTeam,-1376,1,0,0,No,No,1,0,2,No,No,Renekton,Elise,Ekko,Varus,Karma,Rumble,Graves,Syndra,Caitlyn,Braum
HKA,FB,blueTeam,1333,3,0,0,No,Yes,3,0,2,Yes,No,Kennen,Graves,Kassadin,Caitlyn,Braum,Rumble,Khazix,Syndra,Varus,Lulu
JT,ahq,blueTeam,6530,3,0,2,Yes,No,0,0,1,No,No,Rumble,LeeSin,Karma,Ashe,Braum,JarvanIV,Gragas,Taliyah,Varus,Bard
FW,FB,blueTeam,5733,3,0,2,Yes,Yes,0,0,0,No,No,JarvanIV,Khazix,Galio,Kalista,Thresh,Kennen,LeeSin,Cassiopeia,Caitlyn,Braum
JT,RG,redTeam,2504,2,0,1,Yes,No,1,0,1,No,No,Shen,Elise,Taliyah,Ashe,Zyra,JarvanIV,Gragas,Orianna,Caitlyn,Blitzcrank
RG,JT,blueTeam,-490,1,0,0,No,No,1,0,2,No,No,JarvanIV,Zac,Orianna,Xayah,Rakan,Camille,Gragas,Viktor,Caitlyn,TahmKench
FB,JT,redTeam,-2981,2,0,0,Yes,No,3,0,1,No,No,Renekton,Gragas,Galio,Varus,Thresh,JarvanIV,Khazix,Viktor,Jhin,Braum
JT,FB,blueTeam,6151,7,1,2,Yes,Yes,2,0,0,No,No,Kled,Elise,Orianna,Ashe,TahmKench,Shen,LeeSin,Syndra,Kalista,Thresh
FW,M17,blueTeam,10286,6,0,2,Yes,No,0,0,0,No,No,Renekton,Gragas,Galio,Varus,Thresh,JarvanIV,LeeSin,Malzahar,Caitlyn,Lulu
